CTPRVN_CD,CTP_KOR_NM,SIG_CD,SIG_KOR_NM,EMD_CD,EMD_KOR_NM
42,강원도,42110,춘천시,42110101,봉의동
42,강원도,42110,춘천시,42110102,요선동
42,강원도,42110,춘천시,42110103,낙원동
42,강원도,42110,춘천시,42110104,중앙로1가
42,강원도,42110,춘천시,42110105,중앙로2가
42,강원도,42110,춘천시,42110106,중앙로3가
42,강원도,42110,춘천시,42110107,옥천동
42,강원도,42110,춘천시,42110108,조양동
42,강원도,42110,춘천시,42110109,죽림동
42,강원도,42110,춘천시,42110110,운교동
42,강원도,42110,춘천시,42110111,약사동
42,강원도,42110,춘천시,42110112,효자동
42,강원도,42110,춘천시,42110113,소양로1가
42,강원도,42110,춘천시,42110114,소양로2가
42,강원도,42110,춘천시,42110115,소양로3가
42,강원도,42110,춘천시,42110116,소양로4가
42,강원도,42110,춘천시,42110117,근화동
42,강원도,42110,춘천시,42110118,우두동
42,강원도,42110,춘천시,42110119,사농동
42,강원도,42110,춘천시,42110120,후평동
42,강원도,42110,춘천시,42110121,온의동
42,강원도,42110,춘천시,42110122,교동
42,강원도,42110,춘천시,42110123,퇴계동
42,강원도,42110,춘천시,42110124,석사동
42,강원도,42110,춘천시,42110125,삼천동
42,강원도,42110,춘천시,42110126,칠전동
42,강원도,42110,춘천시,42110127,송암동
42,강원도,42110,춘천시,42110128,신동
42,강원도,42110,춘천시,42110129,중도동
42,강원도,42110,춘천시,42110250,신북읍
42,강원도,42110,춘천시,42110310,동면
42,강원도,42110,춘천시,42110320,동산면
42,강원도,42110,춘천시,42110330,신동면
42,강원도,42110,춘천시,42110340,남면
42,강원도,42110,춘천시,42110350,서면
42,강원도,42110,춘천시,42110360,사북면
42,강원도,42110,춘천시,42110380,북산면
42,강원도,42110,춘천시,42110390,동내면
42,강원도,42110,춘천시,42110400,남산면
42,강원도,42130,원주시,42130101,중앙동
42,강원도,42130,원주시,42130102,평원동
42,강원도,42130,원주시,42130103,원동
42,강원도,42130,원주시,42130104,인동
42,강원도,42130,원주시,42130105,개운동
42,강원도,42130,원주시,42130106,명륜동
42,강원도,42130,원주시,42130107,단구동
42,강원도,42130,원주시,42130108,일산동
42,강원도,42130,원주시,42130109,학성동
42,강원도,42130,원주시,42130110,단계동
42,강원도,42130,원주시,42130111,우산동
42,강원도,42130,원주시,42130112,태장동
42,강원도,42130,원주시,42130113,봉산동
42,강원도,42130,원주시,42130114,행구동
42,강원도,42130,원주시,42130115,무실동
42,강원도,42130,원주시,42130116,관설동
42,강원도,42130,원주시,42130117,반곡동
42,강원도,42130,원주시,42130118,가현동
42,강원도,42130,원주시,42130250,문막읍
42,강원도,42130,원주시,42130310,소초면
42,강원도,42130,원주시,42130320,호저면
42,강원도,42130,원주시,42130330,지정면
42,강원도,42130,원주시,42130350,부론면
42,강원도,42130,원주시,42130360,귀래면
42,강원도,42130,원주시,42130370,흥업면
42,강원도,42130,원주시,42130380,판부면
42,강원도,42130,원주시,42130390,신림면
42,강원도,42150,강릉시,42150101,홍제동
42,강원도,42150,강릉시,42150102,남문동
42,강원도,42150,강릉시,42150103,명주동
42,강원도,42150,강릉시,42150104,성내동
42,강원도,42150,강릉시,42150105,임당동
42,강원도,42150,강릉시,42150106,금학동
42,강원도,42150,강릉시,42150107,용강동
42,강원도,42150,강릉시,42150108,성남동
42,강원도,42150,강릉시,42150109,옥천동
42,강원도,42150,강릉시,42150110,교동
42,강원도,42150,강릉시,42150111,포남동
42,강원도,42150,강릉시,42150112,초당동
42,강원도,42150,강릉시,42150113,강문동
42,강원도,42150,강릉시,42150114,송정동
42,강원도,42150,강릉시,42150115,견소동
42,강원도,42150,강릉시,42150116,내곡동
42,강원도,42150,강릉시,42150117,회산동
42,강원도,42150,강릉시,42150118,장현동
42,강원도,42150,강릉시,42150119,박월동
42,강원도,42150,강릉시,42150120,담산동
42,강원도,42150,강릉시,42150121,노암동
42,강원도,42150,강릉시,42150122,유산동
42,강원도,42150,강릉시,42150123,월호평동
42,강원도,42150,강릉시,42150124,신석동
42,강원도,42150,강릉시,42150125,입암동
42,강원도,42150,강릉시,42150126,청량동
42,강원도,42150,강릉시,42150127,두산동
42,강원도,42150,강릉시,42150128,학동
42,강원도,42150,강릉시,42150129,병산동
42,강원도,42150,강릉시,42150130,남항진동
42,강원도,42150,강릉시,42150131,유천동
42,강원도,42150,강릉시,42150132,지변동
42,강원도,42150,강릉시,42150133,죽헌동
42,강원도,42150,강릉시,42150134,대전동
42,강원도,42150,강릉시,42150135,운정동
42,강원도,42150,강릉시,42150136,난곡동
42,강원도,42150,강릉시,42150137,저동
42,강원도,42150,강릉시,42150138,안현동
42,강원도,42150,강릉시,42150139,운산동
42,강원도,42150,강릉시,42150250,주문진읍
42,강원도,42150,강릉시,42150310,성산면
42,강원도,42150,강릉시,42150320,왕산면
42,강원도,42150,강릉시,42150330,구정면
42,강원도,42150,강릉시,42150340,강동면
42,강원도,42150,강릉시,42150350,옥계면
42,강원도,42150,강릉시,42150360,사천면
42,강원도,42150,강릉시,42150370,연곡면
42,강원도,42170,동해시,42170101,천곡동
42,강원도,42170,동해시,42170102,평릉동
42,강원도,42170,동해시,42170103,송정동
42,강원도,42170,동해시,42170104,용정동
42,강원도,42170,동해시,42170105,지흥동
42,강원도,42170,동해시,42170106,효가동
42,강원도,42170,동해시,42170107,동회동
42,강원도,42170,동해시,42170108,나안동
42,강원도,42170,동해시,42170109,쇄운동
42,강원도,42170,동해시,42170110,부곡동
42,강원도,42170,동해시,42170111,발한동
42,강원도,42170,동해시,42170112,북평동
42,강원도,42170,동해시,42170113,구미동
42,강원도,42170,동해시,42170114,추암동
42,강원도,42170,동해시,42170115,구호동
42,강원도,42170,동해시,42170116,단봉동
42,강원도,42170,동해시,42170117,지가동
42,강원도,42170,동해시,42170118,이도동
42,강원도,42170,동해시,42170119,귀운동
42,강원도,42170,동해시,42170120,대구동
42,강원도,42170,동해시,42170121,호현동
42,강원도,42170,동해시,42170122,내동
42,강원도,42170,동해시,42170123,묵호진동
42,강원도,42170,동해시,42170124,삼화동
42,강원도,42170,동해시,42170125,이기동
42,강원도,42170,동해시,42170126,이로동
42,강원도,42170,동해시,42170127,어달동
42,강원도,42170,동해시,42170128,대진동
42,강원도,42170,동해시,42170129,망상동
42,강원도,42170,동해시,42170130,심곡동
42,강원도,42170,동해시,42170131,초구동
42,강원도,42170,동해시,42170132,괴란동
42,강원도,42170,동해시,42170133,만우동
42,강원도,42170,동해시,42170134,신흥동
42,강원도,42170,동해시,42170135,비천동
42,강원도,42170,동해시,42170136,달방동
42,강원도,42190,태백시,42190101,황지동
42,강원도,42190,태백시,42190102,장성동
42,강원도,42190,태백시,42190103,금천동
42,강원도,42190,태백시,42190104,철암동
42,강원도,42190,태백시,42190105,문곡동
42,강원도,42190,태백시,42190106,동점동
42,강원도,42190,태백시,42190107,소도동
42,강원도,42190,태백시,42190108,혈동
42,강원도,42190,태백시,42190109,화전동
42,강원도,42190,태백시,42190110,적각동
42,강원도,42190,태백시,42190111,창죽동
42,강원도,42190,태백시,42190112,통동
42,강원도,42190,태백시,42190113,백산동
42,강원도,42190,태백시,42190114,원동
42,강원도,42190,태백시,42190115,상사미동
42,강원도,42190,태백시,42190116,하사미동
42,강원도,42190,태백시,42190117,조탄동
42,강원도,42210,속초시,42210101,영랑동
42,강원도,42210,속초시,42210102,동명동
42,강원도,42210,속초시,42210103,중앙동
42,강원도,42210,속초시,42210104,금호동
42,강원도,42210,속초시,42210105,청학동
42,강원도,42210,속초시,42210106,교동
42,강원도,42210,속초시,42210107,노학동
42,강원도,42210,속초시,42210108,조양동
42,강원도,42210,속초시,42210109,청호동
42,강원도,42210,속초시,42210110,대포동
42,강원도,42210,속초시,42210111,도문동
42,강원도,42210,속초시,42210112,설악동
42,강원도,42210,속초시,42210113,장사동
42,강원도,42230,삼척시,42230101,성내동
42,강원도,42230,삼척시,42230102,성북동
42,강원도,42230,삼척시,42230103,읍상동
42,강원도,42230,삼척시,42230104,읍중동
42,강원도,42230,삼척시,42230105,당저동
42,강원도,42230,삼척시,42230106,교동
42,강원도,42230,삼척시,42230107,갈천동
42,강원도,42230,삼척시,42230108,증산동
42,강원도,42230,삼척시,42230109,우지동
42,강원도,42230,삼척시,42230110,마달동
42,강원도,42230,삼척시,42230111,자원동
42,강원도,42230,삼척시,42230112,평전동
42,강원도,42230,삼척시,42230113,등봉동
42,강원도,42230,삼척시,42230114,도경동
42,강원도,42230,삼척시,42230115,마평동
42,강원도,42230,삼척시,42230116,오사동
42,강원도,42230,삼척시,42230117,건지동
42,강원도,42230,삼척시,42230118,원당동
42,강원도,42230,삼척시,42230119,성남동
42,강원도,42230,삼척시,42230120,남양동
42,강원도,42230,삼척시,42230121,사직동
42,강원도,42230,삼척시,42230122,오분동
42,강원도,42230,삼척시,42230123,적노동
42,강원도,42230,삼척시,42230124,조비동
42,강원도,42230,삼척시,42230125,정상동
42,강원도,42230,삼척시,42230126,정하동
42,강원도,42230,삼척시,42230127,근산동
42,강원도,42230,삼척시,42230250,도계읍
42,강원도,42230,삼척시,42230253,원덕읍
42,강원도,42230,삼척시,42230310,근덕면
42,강원도,42230,삼척시,42230320,하장면
42,강원도,42230,삼척시,42230330,노곡면
42,강원도,42230,삼척시,42230340,미로면
42,강원도,42230,삼척시,42230350,가곡면
42,강원도,42230,삼척시,42230360,신기면
42,강원도,42720,홍천군,42720250,홍천읍
42,강원도,42720,홍천군,42720310,화촌면
42,강원도,42720,홍천군,42720320,두촌면
42,강원도,42720,홍천군,42720330,내촌면
42,강원도,42720,홍천군,42720340,서석면
42,강원도,42720,홍천군,42720350,동면
42,강원도,42720,홍천군,42720360,남면
42,강원도,42720,홍천군,42720370,서면
42,강원도,42720,홍천군,42720380,북방면
42,강원도,42720,홍천군,42720390,내면
42,강원도,42730,횡성군,42730250,횡성읍
42,강원도,42730,횡성군,42730310,우천면
42,강원도,42730,횡성군,42730320,안흥면
42,강원도,42730,횡성군,42730330,둔내면
42,강원도,42730,횡성군,42730340,갑천면
42,강원도,42730,횡성군,42730350,청일면
42,강원도,42730,횡성군,42730360,공근면
42,강원도,42730,횡성군,42730370,서원면
42,강원도,42730,횡성군,42730380,강림면
42,강원도,42750,영월군,42750250,영월읍
42,강원도,42750,영월군,42750253,상동읍
42,강원도,42750,영월군,42750310,중동면
42,강원도,42750,영월군,42750325,김삿갓면
42,강원도,42750,영월군,42750330,북면
42,강원도,42750,영월군,42750340,남면
42,강원도,42750,영월군,42750355,한반도면
42,강원도,42750,영월군,42750360,주천면
42,강원도,42750,영월군,42750380,무릉도원면
42,강원도,42760,평창군,42760250,평창읍
42,강원도,42760,평창군,42760310,미탄면
42,강원도,42760,평창군,42760320,방림면
42,강원도,42760,평창군,42760330,대화면
42,강원도,42760,평창군,42760340,봉평면
42,강원도,42760,평창군,42760350,용평면
42,강원도,42760,평창군,42760360,진부면
42,강원도,42760,평창군,42760380,대관령면
42,강원도,42770,정선군,42770250,정선읍
42,강원도,42770,정선군,42770253,고한읍
42,강원도,42770,정선군,42770256,사북읍
42,강원도,42770,정선군,42770259,신동읍
42,강원도,42770,정선군,42770320,남면
42,강원도,42770,정선군,42770340,북평면
42,강원도,42770,정선군,42770350,임계면
42,강원도,42770,정선군,42770360,화암면
42,강원도,42770,정선군,42770370,여량면
42,강원도,42780,철원군,42780250,철원읍
42,강원도,42780,철원군,42780253,김화읍
42,강원도,42780,철원군,42780256,갈말읍
42,강원도,42780,철원군,42780259,동송읍
42,강원도,42780,철원군,42780310,서면
42,강원도,42780,철원군,42780320,근남면
42,강원도,42780,철원군,42780330,근북면
42,강원도,42780,철원군,42780340,근동면
42,강원도,42780,철원군,42780350,원동면
42,강원도,42780,철원군,42780360,원남면
42,강원도,42780,철원군,42780370,임남면
42,강원도,42790,화천군,42790250,화천읍
42,강원도,42790,화천군,42790310,간동면
42,강원도,42790,화천군,42790320,하남면
42,강원도,42790,화천군,42790330,상서면
42,강원도,42790,화천군,42790340,사내면
42,강원도,42800,양구군,42800250,양구읍
42,강원도,42800,양구군,42800315,국토정중앙면
42,강원도,42800,양구군,42800320,동면
42,강원도,42800,양구군,42800330,방산면
42,강원도,42800,양구군,42800340,해안면
42,강원도,42810,인제군,42810250,인제읍
42,강원도,42810,인제군,42810310,남면
42,강원도,42810,인제군,42810320,북면
42,강원도,42810,인제군,42810330,기린면
42,강원도,42810,인제군,42810340,서화면
42,강원도,42810,인제군,42810350,상남면
42,강원도,42820,고성군,42820250,간성읍
42,강원도,42820,고성군,42820253,거진읍
42,강원도,42820,고성군,42820310,현내면
42,강원도,42820,고성군,42820320,죽왕면
42,강원도,42820,고성군,42820330,토성면
42,강원도,42820,고성군,42820340,수동면
42,강원도,42830,양양군,42830250,양양읍
42,강원도,42830,양양군,42830310,서면
42,강원도,42830,양양군,42830320,손양면
42,강원도,42830,양양군,42830330,현북면
42,강원도,42830,양양군,42830340,현남면
42,강원도,42830,양양군,42830350,강현면
41,경기도,41111,수원시 장안구,41111129,파장동
41,경기도,41111,수원시 장안구,41111130,정자동
41,경기도,41111,수원시 장안구,41111131,이목동
41,경기도,41111,수원시 장안구,41111132,율전동
41,경기도,41111,수원시 장안구,41111133,천천동
41,경기도,41111,수원시 장안구,41111134,영화동
41,경기도,41111,수원시 장안구,41111135,송죽동
41,경기도,41111,수원시 장안구,41111136,조원동
41,경기도,41111,수원시 장안구,41111137,연무동
41,경기도,41111,수원시 장안구,41111138,상광교동
41,경기도,41111,수원시 장안구,41111139,하광교동
41,경기도,41113,수원시 권선구,41113126,세류동
41,경기도,41113,수원시 권선구,41113127,평동
41,경기도,41113,수원시 권선구,41113128,고색동
41,경기도,41113,수원시 권선구,41113129,오목천동
41,경기도,41113,수원시 권선구,41113130,평리동
41,경기도,41113,수원시 권선구,41113131,서둔동
41,경기도,41113,수원시 권선구,41113132,구운동
41,경기도,41113,수원시 권선구,41113133,탑동
41,경기도,41113,수원시 권선구,41113134,금곡동
41,경기도,41113,수원시 권선구,41113135,호매실동
41,경기도,41113,수원시 권선구,41113136,곡반정동
41,경기도,41113,수원시 권선구,41113137,권선동
41,경기도,41113,수원시 권선구,41113138,장지동
41,경기도,41113,수원시 권선구,41113139,대황교동
41,경기도,41113,수원시 권선구,41113140,입북동
41,경기도,41113,수원시 권선구,41113141,당수동
41,경기도,41115,수원시 팔달구,41115120,팔달로1가
41,경기도,41115,수원시 팔달구,41115121,팔달로2가
41,경기도,41115,수원시 팔달구,41115122,팔달로3가
41,경기도,41115,수원시 팔달구,41115123,남창동
41,경기도,41115,수원시 팔달구,41115124,영동
41,경기도,41115,수원시 팔달구,41115125,중동
41,경기도,41115,수원시 팔달구,41115126,구천동
41,경기도,41115,수원시 팔달구,41115127,남수동
41,경기도,41115,수원시 팔달구,41115128,매향동
41,경기도,41115,수원시 팔달구,41115129,북수동
41,경기도,41115,수원시 팔달구,41115130,신풍동
41,경기도,41115,수원시 팔달구,41115131,장안동
41,경기도,41115,수원시 팔달구,41115132,교동
41,경기도,41115,수원시 팔달구,41115133,매교동
41,경기도,41115,수원시 팔달구,41115134,매산로1가
41,경기도,41115,수원시 팔달구,41115135,매산로2가
41,경기도,41115,수원시 팔달구,41115136,매산로3가
41,경기도,41115,수원시 팔달구,41115137,고등동
41,경기도,41115,수원시 팔달구,41115138,화서동
41,경기도,41115,수원시 팔달구,41115139,지동
41,경기도,41115,수원시 팔달구,41115140,우만동
41,경기도,41115,수원시 팔달구,41115141,인계동
41,경기도,41117,수원시 영통구,41117101,매탄동
41,경기도,41117,수원시 영통구,41117102,원천동
41,경기도,41117,수원시 영통구,41117103,이의동
41,경기도,41117,수원시 영통구,41117104,하동
41,경기도,41117,수원시 영통구,41117105,영통동
41,경기도,41117,수원시 영통구,41117106,신동
41,경기도,41117,수원시 영통구,41117107,망포동
41,경기도,41131,성남시 수정구,41131101,신흥동
41,경기도,41131,성남시 수정구,41131102,태평동
41,경기도,41131,성남시 수정구,41131103,수진동
41,경기도,41131,성남시 수정구,41131104,단대동
41,경기도,41131,성남시 수정구,41131105,산성동
41,경기도,41131,성남시 수정구,41131106,양지동
41,경기도,41131,성남시 수정구,41131107,복정동
41,경기도,41131,성남시 수정구,41131108,창곡동
41,경기도,41131,성남시 수정구,41131109,신촌동
41,경기도,41131,성남시 수정구,41131110,오야동
41,경기도,41131,성남시 수정구,41131111,심곡동
41,경기도,41131,성남시 수정구,41131112,고등동
41,경기도,41131,성남시 수정구,41131113,상적동
41,경기도,41131,성남시 수정구,41131114,둔전동
41,경기도,41131,성남시 수정구,41131115,시흥동
41,경기도,41131,성남시 수정구,41131116,금토동
41,경기도,41131,성남시 수정구,41131117,사송동
41,경기도,41133,성남시 중원구,41133101,성남동
41,경기도,41133,성남시 중원구,41133103,금광동
41,경기도,41133,성남시 중원구,41133104,은행동
41,경기도,41133,성남시 중원구,41133105,상대원동
41,경기도,41133,성남시 중원구,41133106,여수동
41,경기도,41133,성남시 중원구,41133107,도촌동
41,경기도,41133,성남시 중원구,41133108,갈현동
41,경기도,41133,성남시 중원구,41133109,하대원동
41,경기도,41133,성남시 중원구,41133132,중앙동
41,경기도,41135,성남시 분당구,41135101,분당동
41,경기도,41135,성남시 분당구,41135102,수내동
41,경기도,41135,성남시 분당구,41135103,정자동
41,경기도,41135,성남시 분당구,41135104,율동
41,경기도,41135,성남시 분당구,41135105,서현동
41,경기도,41135,성남시 분당구,41135106,이매동
41,경기도,41135,성남시 분당구,41135107,야탑동
41,경기도,41135,성남시 분당구,41135108,판교동
41,경기도,41135,성남시 분당구,41135109,삼평동
41,경기도,41135,성남시 분당구,41135110,백현동
41,경기도,41135,성남시 분당구,41135111,금곡동
41,경기도,41135,성남시 분당구,41135112,궁내동
41,경기도,41135,성남시 분당구,41135113,동원동
41,경기도,41135,성남시 분당구,41135114,구미동
41,경기도,41135,성남시 분당구,41135115,운중동
41,경기도,41135,성남시 분당구,41135116,대장동
41,경기도,41135,성남시 분당구,41135117,석운동
41,경기도,41135,성남시 분당구,41135118,하산운동
41,경기도,41150,의정부시,41150101,의정부동
41,경기도,41150,의정부시,41150102,호원동
41,경기도,41150,의정부시,41150103,장암동
41,경기도,41150,의정부시,41150104,신곡동
41,경기도,41150,의정부시,41150105,용현동
41,경기도,41150,의정부시,41150106,민락동
41,경기도,41150,의정부시,41150107,낙양동
41,경기도,41150,의정부시,41150108,자일동
41,경기도,41150,의정부시,41150109,금오동
41,경기도,41150,의정부시,41150110,가능동
41,경기도,41150,의정부시,41150111,녹양동
41,경기도,41150,의정부시,41150112,고산동
41,경기도,41150,의정부시,41150113,산곡동
41,경기도,41171,안양시만안구,41171101,안양동
41,경기도,41171,안양시만안구,41171102,석수동
41,경기도,41171,안양시만안구,41171103,박달동
41,경기도,41173,안양시동안구,41173101,비산동
41,경기도,41173,안양시동안구,41173102,관양동
41,경기도,41173,안양시동안구,41173103,평촌동
41,경기도,41173,안양시동안구,41173104,호계동
41,경기도,41190,부천시,41190101,원미동
41,경기도,41190,부천시,41190102,심곡동
41,경기도,41190,부천시,41190103,춘의동
41,경기도,41190,부천시,41190104,도당동
41,경기도,41190,부천시,41190105,약대동
41,경기도,41190,부천시,41190106,소사동
41,경기도,41190,부천시,41190107,역곡동
41,경기도,41190,부천시,41190108,중동
41,경기도,41190,부천시,41190109,상동
41,경기도,41190,부천시,41190110,소사본동
41,경기도,41190,부천시,41190111,심곡본동
41,경기도,41190,부천시,41190112,범박동
41,경기도,41190,부천시,41190113,괴안동
41,경기도,41190,부천시,41190114,송내동
41,경기도,41190,부천시,41190115,옥길동
41,경기도,41190,부천시,41190116,계수동
41,경기도,41190,부천시,41190117,오정동
41,경기도,41190,부천시,41190118,여월동
41,경기도,41190,부천시,41190119,작동
41,경기도,41190,부천시,41190120,원종동
41,경기도,41190,부천시,41190121,고강동
41,경기도,41190,부천시,41190122,대장동
41,경기도,41190,부천시,41190123,삼정동
41,경기도,41190,부천시,41190124,내동
41,경기도,41210,광명시,41210101,광명동
41,경기도,41210,광명시,41210102,철산동
41,경기도,41210,광명시,41210103,하안동
41,경기도,41210,광명시,41210104,소하동
41,경기도,41210,광명시,41210105,노온사동
41,경기도,41210,광명시,41210106,일직동
41,경기도,41210,광명시,41210107,가학동
41,경기도,41210,광명시,41210108,옥길동
41,경기도,41220,평택시,41220101,서정동
41,경기도,41220,평택시,41220102,장당동
41,경기도,41220,평택시,41220103,모곡동
41,경기도,41220,평택시,41220104,칠괴동
41,경기도,41220,평택시,41220105,칠원동
41,경기도,41220,평택시,41220106,도일동
41,경기도,41220,평택시,41220107,가재동
41,경기도,41220,평택시,41220108,장안동
41,경기도,41220,평택시,41220109,이충동
41,경기도,41220,평택시,41220110,지산동
41,경기도,41220,평택시,41220111,독곡동
41,경기도,41220,평택시,41220112,신장동
41,경기도,41220,평택시,41220113,평택동
41,경기도,41220,평택시,41220114,통복동
41,경기도,41220,평택시,41220115,군문동
41,경기도,41220,평택시,41220116,유천동
41,경기도,41220,평택시,41220117,합정동
41,경기도,41220,평택시,41220118,비전동
41,경기도,41220,평택시,41220119,동삭동
41,경기도,41220,평택시,41220120,세교동
41,경기도,41220,평택시,41220121,지제동
41,경기도,41220,평택시,41220122,신대동
41,경기도,41220,평택시,41220123,소사동
41,경기도,41220,평택시,41220124,용이동
41,경기도,41220,평택시,41220125,월곡동
41,경기도,41220,평택시,41220126,청룡동
41,경기도,41220,평택시,41220127,죽백동
41,경기도,41220,평택시,41220250,팽성읍
41,경기도,41220,평택시,41220253,안중읍
41,경기도,41220,평택시,41220256,포승읍
41,경기도,41220,평택시,41220259,청북읍
41,경기도,41220,평택시,41220310,진위면
41,경기도,41220,평택시,41220320,서탄면
41,경기도,41220,평택시,41220330,고덕면
41,경기도,41220,평택시,41220340,오성면
41,경기도,41220,평택시,41220370,현덕면
41,경기도,41250,동두천시,41250101,송내동
41,경기도,41250,동두천시,41250102,지행동
41,경기도,41250,동두천시,41250103,생연동
41,경기도,41250,동두천시,41250104,광암동
41,경기도,41250,동두천시,41250105,걸산동
41,경기도,41250,동두천시,41250106,보산동
41,경기도,41250,동두천시,41250107,동두천동
41,경기도,41250,동두천시,41250108,안흥동
41,경기도,41250,동두천시,41250109,상봉암동
41,경기도,41250,동두천시,41250110,하봉암동
41,경기도,41250,동두천시,41250111,탑동동
41,경기도,41250,동두천시,41250112,상패동
41,경기도,41271,안산시상록구,41271101,일동
41,경기도,41271,안산시상록구,41271102,이동
41,경기도,41271,안산시상록구,41271103,사동
41,경기도,41271,안산시상록구,41271104,본오동
41,경기도,41271,안산시상록구,41271105,팔곡이동
41,경기도,41271,안산시상록구,41271106,양상동
41,경기도,41271,안산시상록구,41271107,부곡동
41,경기도,41271,안산시상록구,41271108,성포동
41,경기도,41271,안산시상록구,41271109,월피동
41,경기도,41271,안산시상록구,41271110,팔곡일동
41,경기도,41271,안산시상록구,41271111,건건동
41,경기도,41271,안산시상록구,41271112,사사동
41,경기도,41271,안산시상록구,41271113,수암동
41,경기도,41271,안산시상록구,41271114,장상동
41,경기도,41271,안산시상록구,41271115,장하동
41,경기도,41273,안산시단원구,41273101,고잔동
41,경기도,41273,안산시단원구,41273102,와동
41,경기도,41273,안산시단원구,41273103,신길동
41,경기도,41273,안산시단원구,41273104,성곡동
41,경기도,41273,안산시단원구,41273105,원시동
41,경기도,41273,안산시단원구,41273106,목내동
41,경기도,41273,안산시단원구,41273107,초지동
41,경기도,41273,안산시단원구,41273108,원곡동
41,경기도,41273,안산시단원구,41273109,선부동
41,경기도,41273,안산시단원구,41273110,대부동동
41,경기도,41273,안산시단원구,41273111,대부북동
41,경기도,41273,안산시단원구,41273112,대부남동
41,경기도,41273,안산시단원구,41273113,선감동
41,경기도,41273,안산시단원구,41273114,풍도동
41,경기도,41273,안산시단원구,41273115,화정동
41,경기도,41281,고양시덕양구,41281101,주교동
41,경기도,41281,고양시덕양구,41281102,원당동
41,경기도,41281,고양시덕양구,41281103,신원동
41,경기도,41281,고양시덕양구,41281104,원흥동
41,경기도,41281,고양시덕양구,41281105,도내동
41,경기도,41281,고양시덕양구,41281106,성사동
41,경기도,41281,고양시덕양구,41281107,북한동
41,경기도,41281,고양시덕양구,41281108,효자동
41,경기도,41281,고양시덕양구,41281109,지축동
41,경기도,41281,고양시덕양구,41281110,오금동
41,경기도,41281,고양시덕양구,41281111,삼송동
41,경기도,41281,고양시덕양구,41281112,동산동
41,경기도,41281,고양시덕양구,41281113,용두동
41,경기도,41281,고양시덕양구,41281114,벽제동
41,경기도,41281,고양시덕양구,41281115,선유동
41,경기도,41281,고양시덕양구,41281116,고양동
41,경기도,41281,고양시덕양구,41281117,대자동
41,경기도,41281,고양시덕양구,41281118,관산동
41,경기도,41281,고양시덕양구,41281119,내유동
41,경기도,41281,고양시덕양구,41281120,토당동
41,경기도,41281,고양시덕양구,41281121,내곡동
41,경기도,41281,고양시덕양구,41281122,대장동
41,경기도,41281,고양시덕양구,41281123,화정동
41,경기도,41281,고양시덕양구,41281124,강매동
41,경기도,41281,고양시덕양구,41281125,행주내동
41,경기도,41281,고양시덕양구,41281126,행주외동
41,경기도,41281,고양시덕양구,41281127,신평동
41,경기도,41281,고양시덕양구,41281128,행신동
41,경기도,41281,고양시덕양구,41281129,화전동
41,경기도,41281,고양시덕양구,41281130,현천동
41,경기도,41281,고양시덕양구,41281131,덕은동
41,경기도,41281,고양시덕양구,41281132,향동동
41,경기도,41285,고양시일산동구,41285101,식사동
41,경기도,41285,고양시일산동구,41285102,중산동
41,경기도,41285,고양시일산동구,41285103,정발산동
41,경기도,41285,고양시일산동구,41285104,장항동
41,경기도,41285,고양시일산동구,41285105,마두동
41,경기도,41285,고양시일산동구,41285106,백석동
41,경기도,41285,고양시일산동구,41285107,풍동
41,경기도,41285,고양시일산동구,41285108,산황동
41,경기도,41285,고양시일산동구,41285109,사리현동
41,경기도,41285,고양시일산동구,41285110,지영동
41,경기도,41285,고양시일산동구,41285111,설문동
41,경기도,41285,고양시일산동구,41285112,문봉동
41,경기도,41285,고양시일산동구,41285113,성석동
41,경기도,41287,고양시일산서구,41287101,일산동
41,경기도,41287,고양시일산서구,41287102,주엽동
41,경기도,41287,고양시일산서구,41287103,탄현동
41,경기도,41287,고양시일산서구,41287104,대화동
41,경기도,41287,고양시일산서구,41287105,덕이동
41,경기도,41287,고양시일산서구,41287106,가좌동
41,경기도,41287,고양시일산서구,41287107,구산동
41,경기도,41287,고양시일산서구,41287108,법곳동
41,경기도,41290,과천시,41290101,관문동
41,경기도,41290,과천시,41290102,문원동
41,경기도,41290,과천시,41290103,갈현동
41,경기도,41290,과천시,41290104,막계동
41,경기도,41290,과천시,41290105,과천동
41,경기도,41290,과천시,41290106,주암동
41,경기도,41290,과천시,41290107,중앙동
41,경기도,41290,과천시,41290108,원문동
41,경기도,41290,과천시,41290109,별양동
41,경기도,41290,과천시,41290110,부림동
41,경기도,41310,구리시,41310101,갈매동
41,경기도,41310,구리시,41310102,사노동
41,경기도,41310,구리시,41310103,인창동
41,경기도,41310,구리시,41310104,교문동
41,경기도,41310,구리시,41310105,수택동
41,경기도,41310,구리시,41310106,아천동
41,경기도,41310,구리시,41310107,토평동
41,경기도,41360,남양주시,41360101,호평동
41,경기도,41360,남양주시,41360102,평내동
41,경기도,41360,남양주시,41360103,금곡동
41,경기도,41360,남양주시,41360104,일패동
41,경기도,41360,남양주시,41360105,이패동
41,경기도,41360,남양주시,41360106,삼패동
41,경기도,41360,남양주시,41360108,수석동
41,경기도,41360,남양주시,41360109,지금동
41,경기도,41360,남양주시,41360110,도농동
41,경기도,41360,남양주시,41360111,별내동
41,경기도,41360,남양주시,41360112,다산동
41,경기도,41360,남양주시,41360250,와부읍
